Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min)
OLA100470,2024-06-04,19:16:00,CUST1269,DRV494,Prime,Banashankari,Electronic City,4.1,Success,,Debit Card,115.43,4.2,4.3,13.7
OLA101040,2024-01-13,10:30:00,CUST1110,DRV423,mini,HSR Layout,Hebbal,10.7,Success,,UPI,147.75,3.0,3.8,30.3
OLA101344,2024-05-15,20:40:00,CUST1254,DRV470,Mini,Koramangala,Banashankari,8.4,Success,, Cash ,130.45,4.0,4.9,25.2
OLA100231,2024-05-20,13:36:00,CUST1058,DRV337,auto,Banashankari,SARJAPUR ROAD,2.1,Success,,Wallet,56.48,5.0,4.4,9.8
OLA100170,2024-03-10,07:39:00,CUST1379,DRV500,Mini,Indiranagar,JP Nagar,6.4,Success,,CASH,92.17,4.4,4.3,23.8
OLA100582,2024-05-19,01:48:00,CUST1016,DRV420, Bike ,MG Road,RAJAJINAGAR,11.5,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100562,2024-02-07,09:56:00,CUST1354,DRV269,Sedan,INDIRANAGAR,Hebbal,11.1,Success,,UPI,181.23,5.0,4.3,23.5
OLA100905,2024-01-04,12:13:00,CUST1144,DRV503,Mini,Airport (KIA),HEBBAL,3.8,Success,,UPI,56.95,4.7,4.5,10.0
OLA100587,2024-03-19,07:10:00,CUST1010,DRV475,Sedan,KR Puram,RAJAJINAGAR,,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA100794,2024-02-17,11:00:00,,DRV420, Sedan ,Whitefield,JP Nagar,5.8,Success,,UPI,111.63,3.6,4.0,22.6
OLA101002,2024-02-05,13:28:00,CUST1217,DRV441, Sedan ,MALLESHWARAM,MG Road,4.1,Success,,upi,79.62,4.2,3.8,14.8
OLA100534,2024-03-10,08:08:00,CUST1016,DRV491,Mini,ELECTRONIC CITY,MG Road,4.8,Success,,Ola Money,93.35,4.2,4.9,18.2
OLA100041,2024-04-18,08:51:00,CUST1356,DRV465,Sedan,jp nagar,BTM Layout,2.9,Success,,CASH,83.12,4.6,4.7,13.5
OLA101016,2024-04-25,19:43:00,CUST1425,DRV287,Mini,Sarjapur Road,Bellandur,6.8,Success,,CREDIT CARD,94.47,4.2,4.7,17.4
OLA100826,2024-02-02,07:24:00,CUST1180,DRV363,Sedan, Airport (KIA) ,RAJAJINAGAR,7.3,Success,,Ola Money,135.25,4.2,4.0,29.6
OLA100387,2024-03-31,17:25:00,CUST1300,DRV302,SUV,whitefield,MG Road,4.9,Success,,upi,119.69,5.0,4.7,16.9
OLA100956,2024-05-24,13:36:00,,DRV480,auto,JP Nagar,MG ROAD,6.8,Success,,Cash,94.83,4.6,5.0,26.6
OLA100593,2024-06-09,17:55:00,CUST1095,DRV495,Sedan,KR Puram,Marathahalli,14.1,Success,,CASH,240.51,4.2,4.3,38.4
OLA101323,2024-01-10,12:00:00,CUST1292,DRV381,Mini,Banashankari,Yelahanka,12.5,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA100016,2024-02-26,00:45:00,CUST1323,DRV230,mini,Indiranagar,Banashankari,10.2,Success,,UPI,129.33,3.8,4.2,25.6
OLA101458,2024-03-24,07:05:00,CUST1261,DRV432,SEDAN,JP Nagar,BTM Layout,4.7,Success,,Cash,102.69,3.7,4.6,14.1
OLA100651,2024-03-18,17:20:00,CUST1176,DRV204,Bike,Malleshwaram,electronic city,7.0,Success,,debit card,78.01,5.0,3.9,25.4
OLA100680,2024-05-06,21:02:00,CUST1143,,BIKE,DOMLUR,Jayanagar,2.6,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100190,2024-06-13,17:50:00,CUST1268,DRV363,Auto,Rajajinagar,Electronic City,9.3,Success,,upi,98.4,3.8,4.6,25.3
OLA101035,2024-04-24,09:40:00,CUST1018,DRV505,Mini,Indiranagar,Sarjapur Road,6.3,Success,,credit card,106.46,4.4,3.7,22.3
OLA100013,2024-03-19,08:15:00,CUST1449,,BIKE,Whitefield,Malleshwaram,5.6,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100954,2024-01-28,16:51:00,CUST1160,DRV461,AUTO,MALLESHWARAM,Domlur,9.3,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA101052,2024-04-27,10:55:00,CUST1122,DRV289,Sedan, Jayanagar ,BANASHANKARI,12.6,Success,,Cash,195.38,3.0,4.5,46.5
OLA101088,2024-05-27,07:49:00,CUST1075,DRV305,Sedan,MG ROAD,koramangala,5.6,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA100204,2024-03-25,15:54:00,CUST1048,DRV470,Bike,btm layout, Jayanagar ,3.7,Success,,Ola Money,64.24,4.4,5.0,12.2
OLA100731,2024-02-13,08:06:00,CUST1307,DRV366,PRIME,Bellandur,electronic city,16.0,Success,,Ola Money,344.96,5.0,4.8,35.5
OLA100732,2024-05-03,05:01:00,CUST1311,DRV499,Sedan,MALLESHWARAM,BTM Layout,3.1,Success,,Debit Card,73.5,4.5,4.3,12.4
OLA100918,2024-05-06,10:17:00,CUST1200,DRV397,Auto,MG Road,AIRPORT (KIA),12.1,Success,,Cash,124.31,4.4,4.8,44.2
OLA100218,2024-06-02,13:25:00,CUST1273,,Bike,RAJAJINAGAR,Sarjapur Road,4.2,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101224,2024-04-15,07:00:00,CUST1295,DRV222,Auto,Marathahalli,YELAHANKA,14.5,Success,,wallet,152.57,3.4,4.0,46.0
OLA100710,2024-04-29,17:29:00,CUST1174,DRV243,SEDAN,Jayanagar, KR Puram ,2.8,Success,,cash,77.3,5.0,4.7,12.7
OLA100038,2024-06-16,09:28:00,CUST1226,DRV309,SUV,HSR Layout,Whitefield,13.4,Success,,Wallet,264.71,3.7,4.1,32.7
OLA100693,2024-05-11,21:48:00,CUST1183,DRV359,suv,JP Nagar,electronic city,9.7,Success,,upi,194.02,4.1,4.5,29.7
OLA101386,2024-01-15,06:38:00,CUST1036,DRV263,Bike,Sarjapur Road,HEBBAL,14.0,Success,,UPI,102.27,4.1,4.2,44.7
OLA101311,2024-03-15,14:48:00,CUST1233,,Mini,Koramangala,KR Puram,6.8,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101328,2024-06-03,15:06:00,CUST1185,DRV258,Mini,Marathahalli,Banashankari,7.8,Success,,UPI,110.35,4.5,5.0,23.4
OLA101417,2024-03-19,08:03:00,CUST1371,DRV286, Bike ,Yelahanka,Indiranagar,,Success,,upi,37.83,3.7,4.5,15.2
OLA100516,2024-03-09,07:21:00,CUST1200,DRV494,Mini,AIRPORT (KIA),Malleshwaram,,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100823,2024-01-12,16:11:00,CUST1219,DRV471, Sedan ,HSR Layout,KR Puram,8.8,Success,,UPI,142.71,3.8,4.5,30.7
OLA100149,2024-06-13,06:29:00,CUST1348,,Sedan,JP Nagar,Domlur,8.6,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100712,2024-02-27,12:43:00,CUST1385,DRV406,Auto,JP Nagar,hebbal,11.6,Success,,UPI,117.58,5.0,5.0,31.5
OLA101449,2024-06-26,12:21:00,CUST1013,DRV269,Bike,Koramangala,Whitefield,4.4,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA100664,2024-01-23,18:42:00,CUST1319,, Sedan ,BELLANDUR,Yelahanka,3.9,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100592,2024-03-18,13:19:00,CUST1221,DRV476,Sedan,Rajajinagar,Bellandur,5.8,Success,,Ola Money,103.74,4.5,4.6,18.0
OLA100945,2024-01-15,18:35:00,CUST1198,DRV347,bike,jp nagar,KR Puram,2.4,Success,,Wallet,42.12,4.1,4.5,8.6
OLA100247,2024-06-17,19:13:00,CUST1265,DRV510,SUV,bellandur,Hebbal,12.6,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100448,2024-01-11,08:33:00,CUST1156,DRV370,Sedan,HSR Layout,koramangala,2.3,Success,,Wallet,57.6,3.6,4.6,8.6
OLA100958,2024-01-30,17:28:00,CUST1375,DRV409,Sedan,Banashankari,SARJAPUR ROAD,3.6,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA101243,2024-01-26,07:08:00,CUST1379,DRV509,SUV,kr puram,Malleshwaram,4.3,Success,,Credit Card,103.4,4.0,4.6,19.3
OLA101310,2024-05-15,11:33:00,CUST1302,DRV513,Bike,jayanagar, KR Puram ,16.8,Success,,Cash,138.89,3.7,3.2,62.1
OLA101265,2024-06-05,07:11:00,CUST1112,DRV343,Mini,btm layout,Yelahanka,4.1,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100124,2024-03-28,21:31:00,CUST1098,DRV315,Prime,Electronic City,Whitefield,6.2,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA101150,2024-01-14,19:43:00,CUST1447,DRV422,auto,Malleshwaram,HSR Layout,12.7,Success,,Cash,131.86,3.6,3.8,44.2
OLA101375,2024-04-09,07:48:00,CUST1191,DRV348,Bike,indiranagar,JAYANAGAR,15.8,Success,,Credit Card,121.9,4.5,5.0,38.6
OLA101168,2024-06-19,11:46:00,CUST1271,DRV305,Mini,Jayanagar,Domlur,12.9,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101023,2024-02-06,18:29:00,CUST1202,DRV284,sedan,Electronic City,BTM Layout,12.1,Success,,UPI,210.89,4.5,5.0,41.4
OLA100960,2024-06-19,07:16:00,CUST1407,DRV346,sedan, MG Road , Whitefield ,10.3,Success,,Ola Money,171.46,4.6,4.9,35.7
OLA100622,2024-01-25,19:01:00,CUST1145,DRV262,Sedan,Sarjapur Road,MG Road,4.4,Success,,Credit Card,101.71,4.8,4.3,20.8
OLA101065,2024-01-21,22:03:00,CUST1228,DRV490,suv,btm layout,hebbal,5.8,Success,,UPI,143.32,3.0,5.0,18.3
OLA100007,2024-01-15,08:02:00,CUST1412,DRV361,Sedan,Whitefield,BTM Layout,6.3,Success,, Cash ,130.59,3.4,4.5,16.8
OLA100775,2024-02-01,18:13:00,CUST1337,DRV260,Mini,Domlur,hsr layout,10.0,Success,,Cash,125.16,3.0,4.5,29.0
OLA100857,2024-01-30,20:29:00,CUST1219,DRV391,Mini,Domlur,hsr layout,4.3,Success,,Cash,78.58,4.0,5.0,14.8
OLA100367,2024-06-06,17:48:00,CUST1263,DRV271,Sedan,HSR Layout,Domlur,5.7,Success,,Cash,123.26,4.4,4.2,17.3
OLA101389,2024-03-01,13:25:00,CUST1219,DRV422,prime,Indiranagar,JP Nagar,10.6,Success,,UPI,247.81,4.6,3.9,38.8
OLA101388,2024-04-17,06:16:00,CUST1018,DRV350,MINI,JP NAGAR,Rajajinagar,3.4,Success,,Debit Card,80.62,4.3,3.8,10.9
OLA101337,2024-05-27,00:13:00,CUST1367,DRV256,Bike,koramangala,KR Puram,3.5,Success,, Debit Card ,39.21,4.9,4.5,16.8
OLA101009,2024-01-15,12:45:00,CUST1031,DRV360,Mini,JP Nagar, Marathahalli ,3.1,Success,,Debit Card,78.6,5.0,5.0,9.1
OLA100620,2024-04-23,10:45:00,CUST1287,DRV448,Sedan,MG Road,HSR LAYOUT,4.9,Success,,UPI,87.31,4.4,4.0,12.8
OLA100157,2024-04-29,13:19:00,CUST1254,DRV211,Mini,Bellandur,JP Nagar,2.3,Success,,UPI,54.02,4.6,4.2,7.6
OLA101029,2024-01-09,08:26:00,CUST1091,DRV283,sedan,MALLESHWARAM,MG Road,,Success,,OLA MONEY,126.95,4.1,4.2,17.8
OLA100505,2024-01-22,21:38:00,CUST1420,DRV278,Bike,Rajajinagar,Bellandur,6.8,Success,,Credit Card,62.94,4.1,4.5,18.4
OLA100442,2024-06-16,02:19:00,CUST1086,DRV379,SUV,kr puram,Electronic City,11.3,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA100734,2024-06-02,22:28:00,CUST1378,,Mini,Yelahanka, Indiranagar ,5.0,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100099,2024-04-25,13:39:00,CUST1022,DRV466,Sedan,KORAMANGALA,WHITEFIELD,11.8,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA101459,2024-01-31,16:11:00,CUST1032,DRV434,Auto,jayanagar,airport (kia),4.5,Success,,Wallet,74.62,4.0,3.8,14.7
OLA100385,2024-04-12,16:33:00,CUST1146,DRV505,Mini,hsr layout,Malleshwaram,3.8,Success,,UPI,69.97,4.6,3.9,15.2
OLA101276,2024-05-08,13:03:00,CUST1201,DRV269,MINI,Airport (KIA),Electronic City,3.8,Success,,debit card,82.2,3.7,4.8,12.8
OLA100471,2024-06-05,08:18:00,CUST1099,DRV200,MINI,KR Puram, MG Road ,3.3,Success,,UPI,73.42,3.8,4.0,11.9
OLA100895,2024-04-10,11:14:00,CUST1375,DRV337,Sedan,HSR Layout,BTM Layout,5.5,Success,,UPI,102.43,3.2,4.0,18.9
OLA101164,2024-05-24,14:01:00,CUST1332,DRV443,Bike,Bellandur,HEBBAL,3.5,Success,,Cash,56.57,3.2,5.0,10.3
OLA100889,2024-03-28,08:37:00,CUST1389,DRV470,SUV,Yelahanka,Hebbal,12.4,Success,,UPI,259.46,4.5,5.0,27.5
OLA100003,2024-06-27,12:17:00,CUST1079,DRV310,PRIME,Yelahanka,MG ROAD,14.7,Success,,DEBIT CARD,311.78,4.8,4.1,35.2
OLA100653,2024-05-18,09:05:00,CUST1261,DRV482,Sedan,Yelahanka, HSR Layout ,1.7,Cancelled by Driver,Traffic/road closure,,0.0,,,0.0
OLA100689,2024-06-26,05:08:00,CUST1031,DRV426,MINI,Domlur,Rajajinagar,8.6,Success,,Cash,111.57,4.8,4.3,23.7
OLA100188,2024-02-29,18:46:00,CUST1294,DRV363,SUV,Yelahanka,BTM Layout,5.8,Success,,UPI,128.45,5.0,4.5,16.1
OLA100004,2024-04-27,14:59:00,CUST1193,DRV240,SUV,Domlur,Banashankari,4.3,Success,,UPI,109.72,4.4,3.4,17.2
OLA100046,2024-04-09,19:53:00,CUST1214,DRV475,Auto,JP Nagar,btm layout,2.4,Success,,CREDIT CARD,48.85,,,10.1
OLA100413,2024-03-13,16:34:00,CUST1414,DRV337,Sedan,WHITEFIELD,Jayanagar,4.1,Success,,CREDIT CARD,76.5,2.7,4.8,14.8
OLA101384,2024-01-28,09:26:00,CUST1057,DRV481,mini,DOMLUR,Malleshwaram,6.2,Success,, Credit Card ,110.93,4.7,3.9,20.8
OLA101255,2024-05-16,13:40:00,CUST1032,DRV328,Auto,marathahalli,Yelahanka,8.3,Success,,UPI,99.23,4.5,4.4,20.0
OLA100733,2024-02-01,09:47:00,CUST1219,DRV324,SUV,Indiranagar,HSR Layout,3.6,Success,,upi,91.04,3.9,5.0,14.0
OLA101041,2024-01-02,11:01:00,CUST1400,DRV412,Auto,Marathahalli,HEBBAL,,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100377,2024-05-16,13:07:00,CUST1047,DRV446,auto,Domlur,JP Nagar,11.5,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA100484,2024-02-15,17:57:00,CUST1303,DRV428,SUV,hebbal,Banashankari,18.1,Success,,Wallet,365.32,4.7,5.0,44.8
OLA100160,2024-06-08,17:07:00,CUST1065,DRV249,sedan,YELAHANKA,SARJAPUR ROAD,9.1,Success,,cash,170.57,4.2,3.9,31.3
OLA100058,2024-01-24,09:25:00,CUST1354,DRV324,Sedan,Sarjapur Road,banashankari,9.4,Success,,UPI,160.8,3.8,3.6,30.0
OLA100809,2024-06-02,08:08:00,CUST1148,DRV223,Prime,Indiranagar, BTM Layout ,7.6,Success,,Wallet,189.22,3.0,5.0,23.8
OLA100616,2024-05-23,04:11:00,CUST1133,DRV286,SUV,Yelahanka,AIRPORT (KIA),8.1,Success,,UPI,164.76,4.6,3.8,22.0
OLA100024,2024-06-20,17:15:00,CUST1135,DRV402,mini,Hebbal,airport (kia),1.5,Success,,Wallet,40.99,5.0,4.1,9.5
OLA101203,2024-01-16,13:14:00,CUST1324,DRV201,Sedan,domlur,Airport (KIA),2.7,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA101431,2024-01-07,20:28:00,CUST1140,DRV394,Auto,DOMLUR,Whitefield,3.2,Success,,Cash,62.18,5.0,4.2,13.5
OLA100527,2024-05-01,17:13:00,CUST1073,DRV338,SUV,Rajajinagar,BTM Layout,2.9,Success,,CASH,95.34,3.7,4.6,12.5
OLA100522,2024-06-07,04:44:00,CUST1332,DRV266,Mini,Indiranagar,YELAHANKA,9.5,Success,,UPI,144.12,4.7,4.7,28.5
OLA101326,2024-03-17,17:08:00,CUST1356,DRV332, Bike ,Electronic City,HEBBAL,16.8,Success,,upi,126.0,4.0,3.8,58.1
OLA100268,2024-05-29,15:58:00,CUST1416,DRV238, Mini ,Whitefield,BTM Layout,3.5,Success,,Debit Card,80.57,4.3,5.0,18.0
OLA100287,2024-05-05,07:23:00,CUST1001,DRV418,MINI,Domlur,Airport (KIA),7.9,Success,,upi,107.89,4.0,5.0,27.0
OLA100284,2024-06-15,18:14:00,CUST1083,DRV431,mini,Indiranagar,Yelahanka,3.8,Success,,ola money,57.4,4.0,4.6,15.8
OLA100822,2024-01-29,13:07:00,CUST1114,DRV252,Prime,HEBBAL, Bellandur ,7.1,Success,,upi,159.29,3.6,4.7,26.0
OLA100709,2024-06-16,01:41:00,CUST1262,DRV276,Bike,BTM LAYOUT,Marathahalli,5.5,Success,,Cash,69.7,4.0,3.5,21.0
OLA100034,2024-01-08,07:16:00,CUST1091,DRV497, Prime ,Marathahalli,Indiranagar,1.9,Success,,CREDIT CARD,56.25,4.3,5.0,7.9
OLA101395,2024-01-27,17:28:00,CUST1353,DRV209,SUV,Indiranagar,JP Nagar,2.6,Success,,UPI,72.85,,,12.4
OLA100445,2024-05-03,16:09:00,CUST1355,DRV209,Sedan,Malleshwaram,INDIRANAGAR,5.5,Success,,UPI,99.66,3.6,4.8,22.0
OLA100371,2024-06-03,00:56:00,CUST1071,DRV425,Mini,Whitefield,JP NAGAR,4.2,Success,,Credit Card,80.5,3.9,4.5,16.4
OLA100096,2024-05-21,08:13:00,CUST1416,,sedan,ELECTRONIC CITY,KORAMANGALA,4.0,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100817,2024-06-04,08:09:00,CUST1036,DRV418,Mini,bellandur, MG Road ,7.8,Success,,UPI,122.53,4.6,3.9,18.5
OLA101208,2024-06-14,09:11:00,CUST1167,DRV513,Bike,Indiranagar,Yelahanka,3.0,Success,, Credit Card ,42.72,4.4,4.1,14.8
OLA101341,2024-03-18,16:28:00,CUST1102,DRV341,Bike,Bellandur,marathahalli,9.0,Success,,UPI,73.81,4.3,3.9,19.7
OLA101332,2024-03-04,06:10:00,CUST1094,DRV491,Auto,mg road,koramangala,4.5,Success,,Debit Card,65.11,3.8,4.7,20.1
OLA100117,2024-03-18,18:37:00,CUST1028,DRV380,suv,HEBBAL,Airport (KIA),7.4,Success,,ola money,161.76,5.0,4.7,17.4
OLA101132,2024-06-28,08:34:00,CUST1296,DRV265,Mini,Malleshwaram,Airport (KIA),6.8,Success,,UPI,105.86,5.0,4.3,17.2
OLA100127,2024-04-30,20:12:00,CUST1188,DRV492,PRIME,KR Puram,Hebbal,7.4,Success,,UPI,186.34,3.9,4.5,21.6
OLA101444,2024-03-09,21:09:00,CUST1356,DRV255,Mini,whitefield,Indiranagar,12.0,Success,,Wallet,170.29,5.0,4.1,36.0
OLA100336,2024-02-18,07:54:00,CUST1201,DRV310,Sedan,Jayanagar,BANASHANKARI,4.2,Success,,CASH,77.03,4.7,4.4,15.2
OLA100219,2024-06-28,20:34:00,CUST1304,DRV243,mini,BTM Layout,Bellandur,7.7,Success,,Credit Card,104.69,4.4,4.5,23.7
OLA101110,2024-04-12,09:57:00,CUST1267,DRV415,Bike,KR Puram,Yelahanka,5.4,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA100775,2024-02-01,18:13:00,CUST1337,DRV260,mini,Domlur,hsr layout,10.0,Success,,cash,125.16,3.0,4.5,29.0
OLA100182,2024-02-25,15:02:00,CUST1216,DRV376,Auto,JP Nagar,Indiranagar,7.7,Success,,cash,104.64,4.9,4.1,17.1
OLA101201,2024-02-28,17:39:00,CUST1121,DRV327,Sedan,Airport (KIA),KORAMANGALA,9.7,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA101272,2024-01-24,16:35:00,CUST1025,DRV328,Mini,Marathahalli,Airport (KIA),3.9,Success,,UPI,62.37,4.6,4.2,16.9
OLA100600,2024-02-25,07:11:00,CUST1109,DRV340,Sedan,MARATHAHALLI,Domlur,3.9,Success,,Cash,71.28,4.6,4.7,11.1
OLA100888,2024-06-17,16:54:00,CUST1105,DRV239,Mini,airport (kia),INDIRANAGAR,10.3,Success,,Cash,134.67,4.4,4.8,29.5
OLA100345,2024-06-24,09:35:00,CUST1027,DRV206,Auto,Jayanagar,Airport (KIA),15.1,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA101399,2024-06-07,18:54:00,CUST1099,DRV289,Bike,MG Road,JAYANAGAR,8.6,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100917,2024-02-13,13:44:00,CUST1279,,Sedan,Hebbal,Yelahanka,7.1,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101350,2024-06-10,20:15:00,CUST1022,DRV443,Auto,JP Nagar,HSR LAYOUT,6.4,Success,, Debit Card ,85.92,3.7,5.0,28.3
OLA101382,2024-01-11,19:54:00,CUST1017,,PRIME,Domlur,MALLESHWARAM,2.3,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100197,2024-06-24,10:48:00,CUST1420,DRV450,prime, Airport (KIA) , KR Puram ,5.1,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100808,2024-05-23,22:57:00,CUST1187,DRV429,auto,mg road,KR Puram,4.4,Success,,UPI,52.23,4.6,3.7,13.5
OLA101081,2024-01-06,07:49:00,CUST1034,DRV360,prime,banashankari,AIRPORT (KIA),7.7,Success,,UPI,191.42,3.7,4.3,23.9
OLA100107,2024-01-18,07:40:00,CUST1015,DRV246,Auto,Jayanagar,Rajajinagar,7.3,Success,,debit card,85.99,5.0,4.2,25.2
OLA100076,2024-05-09,08:00:00,CUST1144,DRV352,bike,SARJAPUR ROAD,Airport (KIA),12.5,Success,,Debit Card,115.96,5.0,4.9,34.3
OLA100979,2024-04-14,05:49:00,CUST1165,DRV333,Auto,Rajajinagar,BELLANDUR,3.9,Success,,CASH,70.47,3.8,5.0,13.1
OLA100012,2024-06-12,13:12:00,CUST1078,DRV391,Auto,JP Nagar,malleshwaram,1.5,Success,,UPI,54.55,4.7,4.5,6.3
OLA100418,2024-02-23,13:43:00,CUST1159,DRV365,Mini,INDIRANAGAR,Sarjapur Road,3.4,Success,,Ola Money,68.03,3.5,3.6,10.8
OLA101492,2024-04-18,06:21:00,CUST1320,DRV501,mini,Whitefield,Electronic City,6.6,Success,,upi,89.12,4.5,3.6,17.2
OLA101196,2024-05-04,16:31:00,CUST1221,DRV422,BIKE,HSR Layout,Malleshwaram,5.7,Success,,UPI,78.27,4.0,4.1,13.3
OLA100059,2024-06-28,12:19:00,CUST1128,DRV318,Mini,Jayanagar,BANASHANKARI,4.5,Success,,UPI,68.09,4.8,4.8,12.5
OLA100363,2024-06-13,12:53:00,CUST1184,DRV268, Auto ,Yelahanka,Malleshwaram,,Success,,upi,51.29,4.9,3.6,12.9
OLA100102,2024-04-26,11:46:00,CUST1048,DRV360,Sedan,MARATHAHALLI,Bellandur,9.7,Success,,UPI,179.41,4.5,4.1,26.2
OLA101368,2024-03-09,13:20:00,CUST1189,DRV225,Sedan,HSR Layout,Domlur,5.2,Success,,UPI,99.06,4.9,3.8,16.9
OLA100344,2024-05-23,19:47:00,CUST1331,DRV487,Sedan,Malleshwaram,Hebbal,11.5,Success,,Debit Card,196.79,5.0,3.9,34.1
OLA101191,2024-01-23,09:49:00,CUST1185,DRV510,Auto,Whitefield,Domlur,4.9,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100427,2024-01-26,03:41:00,CUST1428,DRV398,Auto,Malleshwaram,domlur,3.0,Success,,Ola Money,46.68,4.6,4.5,9.2
OLA101409,2024-01-07,04:04:00,CUST1192,DRV470,MINI,MARATHAHALLI,WHITEFIELD,8.1,Success,,Cash,112.89,3.8,4.4,20.1
OLA100469,2024-05-14,08:13:00,CUST1313,DRV229, Mini ,Malleshwaram,Whitefield,4.0,Success,,UPI,73.51,4.6,4.6,15.6
OLA100051,2024-04-04,07:38:00,CUST1382,DRV258,Auto,HSR LAYOUT, Yelahanka ,,Success,,Wallet,112.64,3.8,4.6,37.7
OLA100072,2024-05-12,10:48:00,CUST1255,DRV520,Sedan,Indiranagar,BTM Layout,7.9,Success,,Cash,133.61,3.9,4.8,28.8
OLA100255,2024-04-04,07:49:00,CUST1052,DRV493,Auto,MG Road,Marathahalli,3.2,Success,, UPI ,62.82,4.3,4.5,8.5
OLA100686,2024-02-27,22:27:00,CUST1038,DRV327,Mini,Yelahanka,Hebbal,2.9,Success,,UPI,48.79,3.6,5.0,14.1
OLA100289,2024-01-12,08:29:00,CUST1134,DRV315,Bike, Sarjapur Road ,Indiranagar,16.8,Success,,debit card,120.33,3.7,4.8,58.1
OLA100907,2024-01-09,13:22:00,CUST1127,DRV397,Sedan,MG Road,hebbal,11.7,Success,,Ola Money,206.41,4.6,5.0,39.0
OLA100335,2024-03-15,14:23:00,CUST1359,DRV254,MINI,HSR Layout,Malleshwaram,11.0,Success,,Credit Card,140.21,,,26.1
OLA100515,2024-03-07,06:04:00,CUST1036,DRV492,AUTO,KR Puram,Koramangala,6.5,Success,,Credit Card,93.9,5.0,4.9,22.1
OLA100829,2024-01-29,05:22:00,CUST1184,DRV271,Mini,ELECTRONIC CITY,Sarjapur Road,2.6,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA101237,2024-01-10,21:48:00,CUST1044,DRV443,MINI,Whitefield,mg road,6.5,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100767,2024-02-19,17:35:00,CUST1201,DRV249,Mini,sarjapur road,Indiranagar,6.2,Success,,UPI,108.69,3.4,4.4,18.2
OLA101438,2024-03-28,11:36:00,CUST1087,DRV406,BIKE,BTM LAYOUT,Marathahalli,8.6,Success,,ola money,76.9,,,21.3
OLA101232,2024-04-14,17:06:00,CUST1115,,mini,JAYANAGAR,KORAMANGALA,8.8,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100984,2024-02-28,16:44:00,CUST1126,DRV217,Mini,MG ROAD,Rajajinagar,12.6,Success,,UPI,173.26,4.5,4.0,30.3
OLA101077,2024-05-22,14:12:00,CUST1408,DRV310,SUV,KR PURAM,marathahalli,3.7,Success,,CREDIT CARD,84.81,5.0,4.4,14.7
OLA100923,2024-01-12,02:46:00,CUST1081,DRV318,mini,mg road,Malleshwaram,12.6,Success,,Debit Card,181.63,4.2,4.7,34.3
OLA100619,2024-02-28,07:30:00,CUST1133,DRV283,Auto,rajajinagar,MG Road,6.1,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA101136,2024-05-10,21:09:00,CUST1392,,Prime,Sarjapur Road,yelahanka,3.3,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100920,2024-05-08,08:57:00,CUST1361,DRV468, Sedan ,WHITEFIELD,Jayanagar,1.6,Success,,credit card,57.08,4.4,4.3,7.5
