Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min),Booking Day,Booking Month,Booking Week,Is Weekend,Booking Hour,Is Cancelled,Revenue per KM,Validation Flag
OLA100130,2024-01-14,11:23:00,CUST1120,DRV397,Prime,Banashankari,BTM Layout,10.7,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Sunday,January,2,Yes,11,Yes,0.0,OK
OLA100131,2024-02-07,07:18:00,CUST1424,DRV441,Auto,Electronic City,Malleshwaram,8.9,Success,Not Applicable,Debit Card,99.66,5.0,4.2,31.5,Wednesday,February,6,No,7,No,11.2,OK
OLA100132,2024-05-20,21:38:00,CUST1270,DRV416,Mini,Hebbal,BTM Layout,4.8,Success,Not Applicable,Cash,76.83,4.9,3.5,18.8,Monday,May,21,No,21,No,16.01,OK
OLA100133,2024-01-29,19:31:00,CUST1305,DRV474,Mini,Malleshwaram,Domlur,2.7,Success,Not Applicable,UPI,51.96,3.1,4.5,12.4,Monday,January,5,No,19,No,19.24,OK
OLA100134,2024-04-16,08:42:00,CUST1043,DRV468,Prime,Whitefield,JP Nagar,1.3,Cancelled by Customer,Price too high,Not Applicable,0.0,,,0.0,Tuesday,April,16,No,8,Yes,0.0,OK
OLA100135,2024-05-21,01:55:00,CUST1240,DRV222,Auto,Banashankari,Marathahalli,15.1,Success,Not Applicable,Credit Card,158.22,3.5,4.4,51.3,Tuesday,May,21,No,1,No,10.48,OK
OLA100136,2024-01-27,18:47:00,CUST1387,DRV370,Mini,Banashankari,Sarjapur Road,9.7,Success,Not Applicable,Wallet,131.86,4.5,4.4,25.8,Saturday,January,4,Yes,18,No,13.59,OK
OLA100137,2024-05-02,16:51:00,CUST1069,DRV232,Auto,KR Puram,Indiranagar,1.4,Success,Not Applicable,Ola Money,35.0,4.2,4.3,6.3,Thursday,May,18,No,16,No,25.0,OK
OLA100138,2024-05-11,11:52:00,CUST1278,DRV442,Mini,Jayanagar,Yelahanka,5.7,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Saturday,May,19,Yes,11,Yes,0.0,OK
OLA100139,2024-03-25,08:51:00,CUST1188,DRV423,Bike,KR Puram,Bellandur,7.6,Success,Not Applicable,Debit Card,70.77,3.7,4.8,20.7,Monday,March,13,No,8,No,9.31,OK
OLA100140,2024-03-09,18:46:00,CUST1217,DRV240,Sedan,HSR Layout,Sarjapur Road,5.0,Success,Not Applicable,Cash,93.81,3.7,4.7,17.1,Saturday,March,10,Yes,18,No,18.76,OK
OLA100141,2024-04-19,07:28:00,CUST1179,Not Assigned,Mini,Banashankari,KR Puram,4.2,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Friday,April,16,No,7,Yes,0.0,OK
OLA100142,2024-01-15,06:40:00,CUST1207,DRV386,SUV,HSR Layout,Koramangala,3.5,Success,Not Applicable,UPI,82.28,4.2,3.9,9.5,Monday,January,3,No,6,No,23.51,OK
OLA100143,2024-06-14,10:24:00,CUST1290,DRV216,SUV,KR Puram,Banashankari,4.2,Success,Not Applicable,Cash,101.76,3.6,4.3,14.9,Friday,June,24,No,10,No,24.23,OK
OLA100144,2024-06-15,09:07:00,CUST1013,DRV295,Sedan,Bellandur,Sarjapur Road,6.2,Success,Not Applicable,Credit Card,105.33,,,16.6,Saturday,June,24,Yes,9,No,16.99,OK
OLA100145,2024-06-26,20:31:00,CUST1102,DRV262,Mini,Whitefield,Airport (KIA),5.6,Success,Not Applicable,Wallet,81.78,4.2,4.0,17.4,Wednesday,June,26,No,20,No,14.6,OK
OLA100146,2024-03-22,17:45:00,CUST1033,DRV481,SUV,Hebbal,HSR Layout,8.6,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Friday,March,12,No,17,Yes,0.0,OK
OLA100147,2024-04-02,13:07:00,CUST1102,DRV271,Mini,Airport (KIA),Koramangala,5.0,Success,Not Applicable,UPI,80.83,2.9,4.1,20.1,Tuesday,April,14,No,13,No,16.17,OK
OLA100148,2024-01-23,05:25:00,CUST1367,Not Assigned,SUV,Rajajinagar,Domlur,1.3,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Tuesday,January,4,No,5,Yes,0.0,OK
OLA100149,2024-06-13,06:29:00,CUST1348,Not Assigned,Sedan,JP Nagar,Domlur,8.6,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,June,24,No,6,Yes,0.0,OK
OLA100150,2024-04-20,13:55:00,CUST1028,DRV263,SUV,Hebbal,HSR Layout,7.3,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Saturday,April,16,Yes,13,Yes,0.0,OK
OLA100151,2024-03-29,21:33:00,CUST1145,DRV240,Mini,JP Nagar,Marathahalli,5.6,Success,Not Applicable,UPI,80.36,3.7,4.0,18.2,Friday,March,13,No,21,No,14.35,OK
OLA100152,2024-05-28,07:42:00,CUST1319,DRV509,Sedan,Sarjapur Road,Indiranagar,3.3,Success,Not Applicable,Cash,85.96,3.9,3.9,16.5,Tuesday,May,22,No,7,No,26.05,OK
OLA100153,2024-06-15,08:36:00,CUST1213,Not Assigned,Auto,Airport (KIA),Sarjapur Road,15.5,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Saturday,June,24,Yes,8,Yes,0.0,OK
OLA100154,2024-05-03,08:51:00,CUST1350,DRV407,Mini,Whitefield,Indiranagar,10.2,Success,Not Applicable,UPI,131.94,4.3,4.0,29.0,Friday,May,18,No,8,No,12.94,OK
OLA100155,2024-03-22,18:55:00,CUST1176,DRV404,Mini,Banashankari,JP Nagar,14.3,Success,Not Applicable,UPI,189.15,4.6,4.2,38.6,Friday,March,12,No,18,No,13.23,OK
OLA100156,2024-01-25,04:24:00,CUST1442,DRV515,Sedan,HSR Layout,Banashankari,3.9,Success,Not Applicable,Wallet,97.61,4.9,5.0,14.3,Thursday,January,4,No,4,No,25.03,OK
OLA100157,2024-04-29,13:19:00,CUST1254,DRV211,Mini,Bellandur,JP Nagar,2.3,Success,Not Applicable,UPI,54.02,4.6,4.2,7.6,Monday,April,18,No,13,No,23.49,OK
OLA100158,2024-06-01,19:41:00,CUST1344,DRV440,Mini,Koramangala,Electronic City,4.0,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Saturday,June,22,Yes,19,Yes,0.0,OK
OLA100159,2024-04-13,10:25:00,CUST1026,DRV491,SUV,Banashankari,Sarjapur Road,4.1,Success,Not Applicable,Debit Card,97.46,3.8,3.1,15.4,Saturday,April,15,Yes,10,No,23.77,OK
OLA100160,2024-06-08,17:07:00,CUST1065,DRV249,Sedan,Yelahanka,Sarjapur Road,9.1,Success,Not Applicable,Cash,170.57,4.2,3.9,31.3,Saturday,June,23,Yes,17,No,18.74,OK
OLA100161,2024-01-12,03:45:00,CUST1170,DRV442,SUV,Electronic City,JP Nagar,4.1,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Friday,January,2,No,3,Yes,0.0,OK
OLA100162,2024-02-11,11:39:00,CUST1378,DRV353,SUV,Malleshwaram,JP Nagar,9.5,Success,Not Applicable,UPI,201.97,4.4,4.8,32.6,Sunday,February,6,Yes,11,No,21.26,OK
OLA100163,2024-06-21,06:26:00,CUST1298,DRV357,Auto,Koramangala,Malleshwaram,1.9,Success,Not Applicable,UPI,38.17,4.6,4.1,9.1,Friday,June,25,No,6,No,20.09,OK
OLA100164,2024-01-14,15:10:00,CUST1268,DRV517,Auto,Bellandur,Electronic City,3.1,Success,Not Applicable,UPI,64.45,3.3,4.4,13.4,Sunday,January,2,Yes,15,No,20.79,OK
OLA100165,2024-04-22,09:09:00,CUST1211,DRV304,Sedan,Domlur,Airport (KIA),7.1,Success,Not Applicable,UPI,140.58,3.8,3.8,25.4,Monday,April,17,No,9,No,19.8,OK
OLA100166,2024-03-24,23:30:00,CUST1269,DRV392,Sedan,HSR Layout,Airport (KIA),7.1,Success,Not Applicable,Credit Card,141.76,3.9,4.4,25.2,Sunday,March,12,Yes,23,No,19.97,OK
OLA100167,2024-06-13,18:16:00,CUST1312,DRV447,Mini,BTM Layout,Hebbal,3.4,Success,Not Applicable,UPI,69.14,4.1,4.1,10.2,Thursday,June,24,No,18,No,20.34,OK
OLA100168,2024-02-23,17:31:00,CUST1162,DRV445,Sedan,Marathahalli,Yelahanka,9.5,Success,Not Applicable,Debit Card,151.66,4.6,5.0,32.3,Friday,February,8,No,17,No,15.96,OK
OLA100169,2024-02-07,09:18:00,CUST1365,DRV240,Sedan,KR Puram,Marathahalli,1.1,Success,Not Applicable,Cash,52.82,3.8,4.5,5.9,Wednesday,February,6,No,9,No,48.02,OK
OLA100170,2024-03-10,07:39:00,CUST1379,DRV500,Mini,Indiranagar,JP Nagar,6.4,Success,Not Applicable,Cash,92.17,4.4,4.3,23.8,Sunday,March,10,Yes,7,No,14.4,OK
OLA100171,2024-06-23,18:00:00,CUST1281,DRV280,Sedan,Airport (KIA),Malleshwaram,11.9,Success,Not Applicable,UPI,201.12,4.5,4.1,36.1,Sunday,June,25,Yes,18,No,16.9,OK
OLA100172,2024-01-23,16:14:00,CUST1273,DRV219,Bike,HSR Layout,KR Puram,8.6,Success,Not Applicable,Cash,93.07,4.5,4.2,24.7,Tuesday,January,4,No,16,No,10.82,OK
OLA100173,2024-05-06,08:47:00,CUST1446,DRV348,Bike,Koramangala,Yelahanka,7.2,Success,Not Applicable,Wallet,75.24,5.0,4.3,17.3,Monday,May,19,No,8,No,10.45,OK
OLA100174,2024-05-19,14:56:00,CUST1068,DRV458,Sedan,Jayanagar,MG Road,10.6,Success,Not Applicable,UPI,173.32,3.1,3.9,29.8,Sunday,May,20,Yes,14,No,16.35,OK
OLA100175,2024-03-27,18:36:00,CUST1345,DRV298,Mini,Bellandur,KR Puram,1.6,Success,Not Applicable,UPI,48.06,4.1,3.6,6.6,Wednesday,March,13,No,18,No,30.04,OK
OLA100176,2024-03-23,20:00:00,CUST1133,DRV396,Mini,Marathahalli,Banashankari,6.1,Success,Not Applicable,Credit Card,91.16,4.8,3.3,26.1,Saturday,March,12,Yes,20,No,14.94,OK
OLA100177,2024-01-16,17:29:00,CUST1157,DRV281,Sedan,Malleshwaram,Hebbal,7.0,Success,Not Applicable,UPI,133.71,4.8,4.5,17.7,Tuesday,January,3,No,17,No,19.1,OK
OLA100178,2024-02-04,13:29:00,CUST1382,DRV510,Sedan,JP Nagar,Airport (KIA),8.5,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Sunday,February,5,Yes,13,Yes,0.0,OK
OLA100179,2024-03-04,17:38:00,CUST1447,DRV241,SUV,Malleshwaram,Banashankari,7.4,Success,Not Applicable,Cash,150.54,4.1,4.9,28.8,Monday,March,10,No,17,No,20.34,OK
OLA100180,2024-05-26,14:10:00,CUST1167,DRV466,Sedan,Jayanagar,Domlur,6.3,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Sunday,May,21,Yes,14,Yes,0.0,OK
OLA100181,2024-01-15,12:32:00,CUST1212,DRV433,SUV,JP Nagar,KR Puram,4.5,Success,Not Applicable,UPI,116.18,3.8,5.0,18.3,Monday,January,3,No,12,No,25.82,OK
OLA100182,2024-02-25,15:02:00,CUST1216,DRV376,Auto,JP Nagar,Indiranagar,7.7,Success,Not Applicable,Cash,104.64,4.9,4.1,17.1,Sunday,February,8,Yes,15,No,13.59,OK
OLA100183,2024-02-04,18:46:00,CUST1330,DRV415,Sedan,Bellandur,Airport (KIA),5.1,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Sunday,February,5,Yes,18,Yes,0.0,OK
OLA100184,2024-01-21,17:42:00,CUST1447,DRV476,Mini,Banashankari,MG Road,3.1,Success,Not Applicable,UPI,54.45,4.8,3.9,13.7,Sunday,January,3,Yes,17,No,17.56,OK
OLA100185,2024-01-01,18:19:00,CUST1237,DRV478,Sedan,Bellandur,BTM Layout,10.1,Success,Not Applicable,Credit Card,163.83,5.0,3.6,35.3,Monday,January,1,No,18,No,16.22,OK
OLA100186,2024-01-29,03:42:00,CUST1214,DRV514,Auto,Koramangala,Marathahalli,7.2,Success,Not Applicable,Credit Card,78.78,3.2,5.0,29.0,Monday,January,5,No,3,No,10.94,OK
OLA100187,2024-01-13,08:02:00,CUST1205,Not Assigned,Mini,Jayanagar,Indiranagar,9.0,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Saturday,January,2,Yes,8,Yes,0.0,OK
OLA100188,2024-02-29,18:46:00,CUST1294,DRV363,SUV,Yelahanka,BTM Layout,5.8,Success,Not Applicable,UPI,128.45,5.0,4.5,16.1,Thursday,February,9,No,18,No,22.15,OK
OLA100190,2024-06-13,17:50:00,CUST1268,DRV363,Auto,Rajajinagar,Electronic City,9.3,Success,Not Applicable,UPI,98.4,3.8,4.6,25.3,Thursday,June,24,No,17,No,10.58,OK
OLA100191,2024-06-30,07:29:00,CUST1029,DRV487,Sedan,Rajajinagar,Sarjapur Road,17.0,Success,Not Applicable,UPI,268.9,5.0,4.5,51.3,Sunday,June,26,Yes,7,No,15.82,OK
OLA100192,2024-04-25,19:05:00,CUST1274,DRV297,Mini,Bellandur,Indiranagar,6.4,Success,Not Applicable,Cash,111.61,3.7,4.3,19.7,Thursday,April,17,No,19,No,17.44,OK
OLA100193,2024-05-02,08:58:00,CUST1170,Not Assigned,Prime,Koramangala,BTM Layout,6.2,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,May,18,No,8,Yes,0.0,OK
OLA100194,2024-01-31,18:48:00,CUST1245,DRV324,Auto,Jayanagar,Rajajinagar,11.4,Success,Not Applicable,Cash,133.65,4.2,4.2,28.0,Wednesday,January,5,No,18,No,11.72,OK
OLA100195,2024-04-01,09:23:00,CUST1262,DRV454,Sedan,Airport (KIA),Yelahanka,3.0,Success,Not Applicable,UPI,84.43,3.3,4.3,12.9,Monday,April,14,No,9,No,28.14,OK
OLA100196,2024-02-07,01:35:00,CUST1299,DRV496,Auto,Hebbal,Electronic City,8.8,Success,Not Applicable,Cash,91.29,4.1,5.0,23.8,Wednesday,February,6,No,1,No,10.37,OK
OLA100197,2024-06-24,10:48:00,CUST1420,DRV450,Prime,Airport (KIA),KR Puram,5.1,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Monday,June,26,No,10,Yes,0.0,OK
OLA100198,2024-02-05,17:31:00,CUST1094,DRV477,Prime,Indiranagar,JP Nagar,5.5,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Monday,February,6,No,17,Yes,0.0,OK
OLA100199,2024-01-13,18:26:00,CUST1070,DRV318,Mini,Electronic City,Koramangala,5.8,Success,Not Applicable,Ola Money,85.36,5.0,5.0,24.3,Saturday,January,2,Yes,18,No,14.72,OK
OLA100200,2024-05-03,17:01:00,CUST1003,DRV472,SUV,Koramangala,Indiranagar,5.1,Success,Not Applicable,Debit Card,122.68,,,11.8,Friday,May,18,No,17,No,24.05,OK
OLA100201,2024-06-21,12:58:00,CUST1091,DRV254,Bike,Malleshwaram,Electronic City,6.7,Success,Not Applicable,Debit Card,62.43,4.3,4.4,22.8,Friday,June,25,No,12,No,9.32,OK
OLA100202,2024-01-21,10:25:00,CUST1235,DRV489,Mini,BTM Layout,Yelahanka,6.8,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Sunday,January,3,Yes,10,Yes,0.0,OK
OLA100203,2024-06-15,18:05:00,CUST1207,DRV394,Sedan,Airport (KIA),Indiranagar,5.5,Success,Not Applicable,Credit Card,111.1,4.3,4.1,24.3,Saturday,June,24,Yes,18,No,20.2,OK
OLA100204,2024-03-25,15:54:00,CUST1048,DRV470,Bike,BTM Layout,Jayanagar,3.7,Success,Not Applicable,Ola Money,64.24,4.4,5.0,12.2,Monday,March,13,No,15,No,17.36,OK
OLA100205,2024-06-24,20:57:00,CUST1278,DRV488,Auto,HSR Layout,Banashankari,1.0,Success,Not Applicable,Debit Card,23.47,5.0,3.4,9.9,Monday,June,26,No,20,No,23.47,OK
OLA100206,2024-01-20,09:36:00,CUST1123,DRV490,Bike,Bellandur,Sarjapur Road,4.8,Success,Not Applicable,Credit Card,53.75,4.1,4.3,22.4,Saturday,January,3,Yes,9,No,11.2,OK
OLA100207,2024-05-08,18:22:00,CUST1027,DRV250,Sedan,Whitefield,Banashankari,8.3,Success,Not Applicable,UPI,149.36,3.6,5.0,26.7,Wednesday,May,19,No,18,No,18.0,OK
OLA100208,2024-06-11,08:28:00,CUST1251,DRV316,Sedan,Bellandur,KR Puram,10.5,Success,Not Applicable,UPI,167.57,5.0,4.0,33.6,Tuesday,June,24,No,8,No,15.96,OK
OLA100209,2024-03-04,17:05:00,CUST1137,DRV278,Sedan,Electronic City,Rajajinagar,3.7,Success,Not Applicable,UPI,76.3,4.0,4.6,16.1,Monday,March,10,No,17,No,20.62,OK
OLA100210,2024-03-10,06:05:00,CUST1095,DRV420,Sedan,JP Nagar,Malleshwaram,2.6,Success,Not Applicable,Cash,63.64,4.7,4.8,9.4,Sunday,March,10,Yes,6,No,24.48,OK
OLA100211,2024-03-24,19:00:00,CUST1149,Not Assigned,Sedan,Whitefield,Sarjapur Road,3.2,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,March,12,Yes,19,Yes,0.0,OK
OLA100212,2024-05-26,14:43:00,CUST1194,DRV286,Mini,Hebbal,Marathahalli,4.8,Success,Not Applicable,Cash,82.59,5.0,4.1,16.5,Sunday,May,21,Yes,14,No,17.21,OK
OLA100213,2024-01-20,10:15:00,CUST1369,DRV520,Sedan,Domlur,Jayanagar,3.2,Success,Not Applicable,Ola Money,73.54,4.5,3.8,15.0,Saturday,January,3,Yes,10,No,22.98,OK
OLA100214,2024-04-07,18:21:00,CUST1225,DRV371,Sedan,Domlur,Electronic City,10.4,Success,Not Applicable,UPI,169.61,4.2,3.8,27.4,Sunday,April,14,Yes,18,No,16.31,OK
OLA100215,2024-04-11,21:18:00,CUST1376,DRV451,Prime,BTM Layout,Banashankari,3.5,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Thursday,April,15,No,21,Yes,0.0,OK
OLA100216,2024-04-03,07:36:00,CUST1102,DRV503,Prime,HSR Layout,Sarjapur Road,2.0,Success,Not Applicable,Debit Card,55.81,4.7,5.0,7.1,Wednesday,April,14,No,7,No,27.9,OK
OLA100217,2024-06-26,05:54:00,CUST1407,DRV409,Auto,Electronic City,Yelahanka,1.3,Success,Not Applicable,UPI,32.66,4.4,4.4,9.5,Wednesday,June,26,No,5,No,25.12,OK
OLA100218,2024-06-02,13:25:00,CUST1273,Not Assigned,Bike,Rajajinagar,Sarjapur Road,4.2,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,June,22,Yes,13,Yes,0.0,OK
OLA100219,2024-06-28,20:34:00,CUST1304,DRV243,Mini,BTM Layout,Bellandur,7.7,Success,Not Applicable,Credit Card,104.69,4.4,4.5,23.7,Friday,June,26,No,20,No,13.6,OK
OLA100220,2024-03-25,21:27:00,CUST1054,DRV205,Mini,BTM Layout,JP Nagar,4.8,Success,Not Applicable,UPI,90.21,4.3,5.0,13.8,Monday,March,13,No,21,No,18.79,OK
OLA100221,2024-04-28,18:37:00,CUST1353,DRV456,Mini,Koramangala,Malleshwaram,9.0,Success,Not Applicable,Wallet,117.14,4.4,4.3,19.9,Sunday,April,17,Yes,18,No,13.02,OK
OLA100222,2024-02-06,10:21:00,CUST1233,DRV305,SUV,Banashankari,Malleshwaram,6.6,Success,Not Applicable,UPI,127.73,4.5,3.6,17.4,Tuesday,February,6,No,10,No,19.35,OK
OLA100223,2024-06-30,07:54:00,CUST1175,DRV255,Auto,HSR Layout,Marathahalli,8.4,Success,Not Applicable,Cash,97.68,4.9,4.6,26.8,Sunday,June,26,Yes,7,No,11.63,OK
OLA100224,2024-04-13,16:11:00,CUST1327,DRV421,Sedan,Domlur,Jayanagar,7.1,Success,Not Applicable,UPI,127.89,4.9,3.9,26.9,Saturday,April,15,Yes,16,No,18.01,OK
OLA100225,2024-06-29,18:04:00,CUST1295,DRV252,Auto,JP Nagar,HSR Layout,8.2,Success,Not Applicable,Cash,91.57,3.2,3.8,31.1,Saturday,June,26,Yes,18,No,11.17,OK
OLA100226,2024-06-12,09:24:00,CUST1312,DRV400,SUV,Banashankari,Bellandur,4.0,Success,Not Applicable,UPI,112.37,4.3,4.2,14.4,Wednesday,June,24,No,9,No,28.09,OK
OLA100227,2024-06-06,15:43:00,CUST1068,DRV360,Mini,Hebbal,MG Road,6.8,Success,Not Applicable,UPI,95.29,3.9,3.7,20.7,Thursday,June,23,No,15,No,14.01,OK
OLA100228,2024-04-08,12:31:00,CUST1325,DRV475,Auto,HSR Layout,Sarjapur Road,3.2,Success,Not Applicable,Credit Card,45.61,3.5,4.7,16.4,Monday,April,15,No,12,No,14.25,OK
OLA100229,2024-04-01,21:31:00,CUST1069,DRV299,Bike,JP Nagar,Malleshwaram,1.8,Success,Not Applicable,Cash,45.39,4.6,4.5,10.6,Monday,April,14,No,21,No,25.22,OK
OLA100230,2024-02-12,06:01:00,CUST1407,DRV312,Mini,Marathahalli,BTM Layout,3.4,Success,Not Applicable,Debit Card,68.53,4.7,4.7,14.8,Monday,February,7,No,6,No,20.16,OK
OLA100231,2024-05-20,13:36:00,CUST1058,DRV337,Auto,Banashankari,Sarjapur Road,2.1,Success,Not Applicable,Wallet,56.48,5.0,4.4,9.8,Monday,May,21,No,13,No,26.9,OK
OLA100232,2024-01-27,18:41:00,CUST1384,DRV326,Mini,Indiranagar,Airport (KIA),11.8,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Saturday,January,4,Yes,18,Yes,0.0,OK
OLA100233,2024-04-22,19:07:00,CUST1397,DRV321,Mini,Sarjapur Road,Banashankari,3.8,Success,Not Applicable,Debit Card,82.63,4.3,5.0,15.2,Monday,April,17,No,19,No,21.74,OK
OLA100235,2024-06-22,18:08:00,CUST1384,DRV410,Bike,Marathahalli,Electronic City,8.3,Success,Not Applicable,UPI,85.84,4.7,3.6,28.8,Saturday,June,25,Yes,18,No,10.34,OK
OLA100236,2024-06-22,11:09:00,CUST1295,DRV337,Auto,Bellandur,Airport (KIA),3.7,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Saturday,June,25,Yes,11,Yes,0.0,OK
OLA100237,2024-04-13,13:17:00,CUST1355,DRV388,Sedan,Airport (KIA),Yelahanka,5.1,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Saturday,April,15,Yes,13,Yes,0.0,OK
OLA100238,2024-01-24,18:29:00,CUST1325,DRV383,Bike,JP Nagar,Bellandur,5.7,Success,Not Applicable,Debit Card,55.73,4.7,4.9,19.9,Wednesday,January,4,No,18,No,9.78,OK
OLA100239,2024-03-27,14:08:00,CUST1289,DRV448,Auto,Indiranagar,Whitefield,6.5,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Wednesday,March,13,No,14,Yes,0.0,OK
OLA100240,2024-01-05,07:54:00,CUST1080,DRV425,Sedan,Rajajinagar,Jayanagar,8.5,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Friday,January,1,No,7,Yes,0.0,OK
OLA100241,2024-02-10,19:56:00,CUST1140,DRV247,Auto,Marathahalli,Whitefield,11.3,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Saturday,February,6,Yes,19,Yes,0.0,OK
OLA100242,2024-01-14,11:19:00,CUST1371,DRV319,Sedan,Whitefield,Electronic City,5.8,Success,Not Applicable,Credit Card,96.23,3.3,4.8,20.9,Sunday,January,2,Yes,11,No,16.59,OK
OLA100243,2024-01-03,00:21:00,CUST1418,DRV261,Prime,Rajajinagar,Electronic City,6.6,Success,Not Applicable,UPI,161.33,3.7,4.9,27.4,Wednesday,January,1,No,0,No,24.44,OK
OLA100244,2024-04-04,19:08:00,CUST1195,DRV268,Auto,Electronic City,Whitefield,5.9,Success,Not Applicable,Credit Card,78.12,4.7,4.2,17.7,Thursday,April,14,No,19,No,13.24,OK
OLA100245,2024-06-09,18:58:00,CUST1210,DRV515,Auto,Jayanagar,Whitefield,10.2,Success,Not Applicable,UPI,123.5,4.4,4.2,37.4,Sunday,June,23,Yes,18,No,12.11,OK
OLA100246,2024-04-19,09:08:00,CUST1126,DRV341,Auto,BTM Layout,Sarjapur Road,4.5,Success,Not Applicable,UPI,69.03,4.1,3.9,19.9,Friday,April,16,No,9,No,15.34,OK
OLA100247,2024-06-17,19:13:00,CUST1265,DRV510,SUV,Bellandur,Hebbal,12.6,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Monday,June,25,No,19,Yes,0.0,OK
OLA100248,2024-05-06,11:15:00,CUST1255,DRV504,Mini,Koramangala,Bellandur,6.3,Success,Not Applicable,UPI,101.32,4.0,4.1,16.0,Monday,May,19,No,11,No,16.08,OK
OLA100249,2024-06-23,07:30:00,CUST1394,DRV237,Mini,Whitefield,Koramangala,11.1,Success,Not Applicable,Cash,144.97,4.5,4.8,42.1,Sunday,June,25,Yes,7,No,13.06,OK
OLA100250,2024-06-09,17:49:00,CUST1212,DRV416,Auto,Whitefield,Sarjapur Road,6.3,Success,Not Applicable,Ola Money,81.53,4.9,5.0,22.2,Sunday,June,23,Yes,17,No,12.94,OK
OLA100251,2024-02-09,14:25:00,CUST1300,DRV233,Sedan,Rajajinagar,BTM Layout,3.8,Success,Not Applicable,Credit Card,69.94,5.0,4.2,14.2,Friday,February,6,No,14,No,18.41,OK
OLA100252,2024-03-20,17:42:00,CUST1379,Not Assigned,Mini,Electronic City,Koramangala,4.5,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Wednesday,March,12,No,17,Yes,0.0,OK
OLA100253,2024-05-13,13:52:00,CUST1369,DRV332,Mini,Electronic City,Hebbal,13.8,Success,Not Applicable,Cash,188.79,4.0,4.3,31.1,Monday,May,20,No,13,No,13.68,OK
OLA100254,2024-05-14,05:45:00,CUST1295,DRV239,Sedan,Malleshwaram,Banashankari,2.4,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Tuesday,May,20,No,5,Yes,0.0,OK
OLA100255,2024-04-04,07:49:00,CUST1052,DRV493,Auto,MG Road,Marathahalli,3.2,Success,Not Applicable,UPI,62.82,4.3,4.5,8.5,Thursday,April,14,No,7,No,19.63,OK
OLA100256,2024-04-03,11:09:00,CUST1091,DRV218,SUV,Rajajinagar,BTM Layout,14.5,Success,Not Applicable,UPI,285.65,3.7,4.3,34.6,Wednesday,April,14,No,11,No,19.7,OK
OLA100257,2024-04-05,07:43:00,CUST1026,DRV291,Mini,Malleshwaram,Indiranagar,3.5,Success,Not Applicable,Ola Money,82.12,4.3,4.7,12.3,Friday,April,14,No,7,No,23.46,OK
OLA100258,2024-03-24,06:29:00,CUST1004,DRV388,Mini,Sarjapur Road,Hebbal,7.6,Success,Not Applicable,Wallet,120.79,4.4,4.6,27.5,Sunday,March,12,Yes,6,No,15.89,OK
OLA100259,2024-02-20,18:34:00,CUST1389,DRV325,Mini,Rajajinagar,Koramangala,7.2,Success,Not Applicable,Wallet,101.19,5.0,4.1,21.8,Tuesday,February,8,No,18,No,14.05,OK
OLA100260,2024-01-01,18:24:00,CUST1434,Not Assigned,Mini,Malleshwaram,BTM Layout,4.1,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Monday,January,1,No,18,Yes,0.0,OK
